run_kind,policy_step,expected_target_present_for_audit,raw_sensor_detection_count,accepted_candidate_count,teammate_rejected_count,fused_candidate_count,fused_candidates,shared_found_this_step,new_found_this_step,found_mask_before,outcome,candidate_fusion_called,live_capture_primary_detection_source,replay_events_used_for_detection,truth_used_for_detection,actor_truth_used_for_detection,target_truth_used_for_detection,teammate_truth_used_for_detection
target,1,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,2,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,3,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,4,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,5,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,6,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,7,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,8,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,9,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,10,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,11,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,12,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,13,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,14,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,15,True,0,0,0,0,[],False,False,[false],false_negative,True,True,False,False,False,False,False
target,16,True,3,3,0,1,"[{""candidate_count"": 3, ""cluster_id"": 0, ""confirmed_static_target_candidate_for_audit"": true, ""fused_world_position"": [-270.1713759335762, 221.0223185369824, 0.0], ""positions"": [[-270.0673931569028, 221.00951528959817, 0.0], [-270.18935332087057, 221.0160693924633, 0.0], [-270.2573813229552, 221.04137092888578, 0.0]], ""reporter_usv_ids"": [""sv0""], ""target_position_error_m"": 0.1728231110186046}]",True,True,[false],true_positive,True,True,False,False,False,False,False
teammate_only,1,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,2,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,3,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,4,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,5,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,6,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,7,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,8,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,9,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,10,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,11,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,12,False,4,0,4,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,13,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,14,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,15,False,72,0,72,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,16,False,105,0,105,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,17,False,5,0,5,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,18,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,19,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
teammate_only,20,False,0,0,0,0,[],False,False,[false],true_negative,True,True,False,False,False,False,False
