policy_step,tick_in_policy_step,tick_global,sv0_target_cell,sv1_target_cell,sv0_wait_applied,sv1_wait_applied,sv0_target_world,sv1_target_world,sv0_loc_x,sv0_loc_y,sv0_loc_z,sv0_proj_row,sv0_proj_col,sv0_dist_m,sv0_heading_deg,sv0_target_heading_deg,sv0_heading_error_deg,sv0_cmd_l,sv0_cmd_r,sv0_arrived,sv0_loc_avail,sv0_gps_avail,sv0_selected_sensor,sv1_loc_x,sv1_loc_y,sv1_loc_z,sv1_proj_row,sv1_proj_col,sv1_dist_m,sv1_heading_deg,sv1_target_heading_deg,sv1_heading_error_deg,sv1_cmd_l,sv1_cmd_r,sv1_arrived,sv1_loc_avail,sv1_gps_avail,sv1_selected_sensor,inter_vessel_distance_m
1,11,11,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9997863769531,149.99659729003906,-0.02281121164560318,25,2,10.0034027122419,6.6435980796813965,90.0012235535593,83.35762547387787,-8000.0,8000.0,False,True,True,LocationSensor,-379.37994384765625,50.0,-0.023781703785061836,35,2,9.37994384765625,0.0,0.0,0.0,6580.802917480469,6580.802917480469,False,True,True,LocationSensor,99.99851836076058
1,12,12,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.99969482421875,149.9958953857422,0.005481039173901081,25,2,10.004104618912514,7.9082255363464355,90.00174781101798,82.09352227467156,-8000.0,8000.0,False,True,True,LocationSensor,-379.27734375,50.0,0.0069162496365606785,35,2,9.27734375,0.0,0.0,0.0,6525.227864583333,6525.227864583333,False,True,True,LocationSensor,99.99850441416972
1,13,13,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9996032714844,149.99513244628906,0.05053318291902542,25,2,10.004867561576784,9.27124309539795,90.00227198105561,80.73102888565768,-7903.254735245912,8000.0,False,True,True,LocationSensor,-379.17010498046875,50.0,0.05411412939429283,35,2,9.17010498046875,0.0,0.0,0.0,6467.140197753906,6467.140197753906,False,True,True,LocationSensor,99.99857289164525
1,14,14,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.99945068359375,149.9943084716797,0.10578048974275589,25,2,10.005691543399156,10.730178833007812,90.00314556086151,79.27296672785371,-7566.900925905541,8000.0,False,True,True,LocationSensor,-379.0586853027344,50.0,0.1108589619398117,35,2,9.058685302734375,0.0,0.0,0.0,6406.787872314453,6406.787872314453,False,True,True,LocationSensor,99.99873382314026
1,15,15,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.999267578125,149.99343872070312,0.1638510376214981,25,2,10.006561306101377,12.282624244689941,90.00419371660396,77.721569471914,-7209.910825695724,8000.0,False,True,True,LocationSensor,-378.9434814453125,50.0,0.16861607134342194,35,2,8.9434814453125,0.0,0.0,0.0,6344.3857828776045,6344.3857828776045,False,True,True,LocationSensor,99.999012352869
1,16,16,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9990539550781,149.9925079345703,0.21694189310073853,25,2,10.007492110146234,13.926229476928711,90.00541638012176,76.07918690319303,-6833.134276468345,8000.0,False,True,True,LocationSensor,-378.8248291015625,50.0,0.22030143439769745,35,2,8.8248291015625,0.0,0.0,0.0,6280.1157633463545,6280.1157633463545,False,True,True,LocationSensor,99.99940223347197
1,17,17,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9988098144531,149.9915313720703,0.25944262742996216,25,2,10.008468698696838,15.658699989318848,90.0068134907434,74.34811350142456,-6437.465471832905,8000.0,False,True,True,LocationSensor,-378.70306396484375,50.0,0.26053929328918457,35,2,8.70306396484375,0.0,0.0,0.0,6214.159647623698,6214.159647623698,False,True,True,LocationSensor,99.9999265171655
1,18,18,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9985046386719,149.99053955078125,0.28812330961227417,25,2,10.009460560918352,17.47779655456543,90.00855969137857,72.53076313681314,-6023.885993075548,8000.0,False,True,True,LocationSensor,-378.5784912109375,50.0,0.28695377707481384,35,2,8.5784912109375,0.0,0.0,0.0,6146.6827392578125,6146.6827392578125,False,True,True,LocationSensor,100.00062218702088
1,19,19,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9981689453125,149.98951721191406,0.30413028597831726,25,2,10.010482955548452,19.381330490112305,90.01048018429303,70.62914969418074,-5593.33995400614,8000.0,False,True,True,LocationSensor,-378.45135498046875,50.0,0.30092719197273254,35,2,8.45135498046875,0.0,0.0,0.0,6077.817281087239,6077.817281087239,False,True,True,LocationSensor,100.00148091760188
1,20,20,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9977722167969,149.98846435546875,0.30873024463653564,25,2,10.01153589239622,21.367155075073242,90.0127495498827,68.64559447480946,-5146.905490475298,8000.0,False,True,True,LocationSensor,-378.3219299316406,50.0,0.3037036657333374,35,2,8.321929931640625,0.0,0.0,0.0,6007.712046305339,6007.712046305339,False,True,True,LocationSensor,100.00250722621689
1,21,21,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9973449707031,149.98739624023438,0.3030632734298706,25,2,10.012604111780977,23.433181762695312,90.01519304801019,66.58201128531488,-4685.636246786931,8000.0,False,True,True,LocationSensor,-378.1904602050781,50.0,0.2964029014110565,35,2,8.190460205078125,0.0,0.0,0.0,5936.499277750651,5936.499277750651,False,True,True,LocationSensor,100.00372112805545
1,22,22,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.996826171875,149.98631286621094,0.2881554067134857,25,2,10.013687636759874,25.57737922668457,90.01815983942214,64.44078061273757,-4210.752863371215,8000.0,False,True,True,LocationSensor,-378.0571594238281,50.0,0.28003257513046265,35,2,8.057159423828125,0.0,0.0,0.0,5864.294687906901,5864.294687906901,False,True,True,LocationSensor,100.00512520702775
1,23,23,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.99627685546875,149.98521423339844,0.26493000984191895,25,2,10.014786458668524,27.797748565673828,90.02130055133497,62.223551985661146,-3723.379286932029,8000.0,False,True,True,LocationSensor,-377.9221496582031,50.0,0.2554996907711029,35,2,7.922149658203125,0.0,0.0,0.0,5791.164398193359,5791.164398193359,False,True,True,LocationSensor,100.006725118509
1,24,24,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.99566650390625,149.98411560058594,0.23474738001823425,25,2,10.015885336884322,30.092350006103516,90.024789725132,59.93243971902848,-3224.8126666257963,8000.0,False,True,True,LocationSensor,-377.7856750488281,50.0,0.2236204743385315,35,2,7.785675048828125,0.0,0.0,0.0,5717.240651448567,5717.240651448567,False,True,True,LocationSensor,100.00853680892874
1,25,25,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9949951171875,149.98300170898438,0.2008313089609146,25,2,10.01699954133282,32.45929718017578,90.02862720247332,57.56933002229755,-2716.3569138051525,8000.0,False,True,True,LocationSensor,-377.6478271484375,50.0,0.1882500946521759,35,2,7.6478271484375,0.0,0.0,0.0,5642.5730387369795,5642.5730387369795,False,True,True,LocationSensor,100.01054858469828
1,26,26,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9942626953125,149.98187255859375,0.166789248585701,25,2,10.018129084261293,34.896732330322266,90.0328128495429,55.13608051922063,-2199.3766910325703,8000.0,False,True,True,LocationSensor,-377.50885009765625,50.0,0.15374259650707245,35,2,7.50885009765625,0.0,0.0,0.0,5567.293802897136,5567.293802897136,False,True,True,LocationSensor,100.01275976645915
1,27,27,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.993408203125,149.98072814941406,0.13692612946033478,25,2,10.019274018996077,37.40285873413086,90.03769556226084,52.63483682812998,-1675.3571134532203,8000.0,False,True,True,LocationSensor,-377.3688049316406,50.0,0.12425129860639572,35,2,7.368804931640625,0.0,0.0,0.0,5491.436004638672,5491.436004638672,False,True,True,LocationSensor,100.01517156721637
1,28,28,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.99249267578125,149.97955322265625,0.11470331996679306,25,2,10.020449589589065,39.975929260253906,90.04292602138902,50.0669967611351,-1145.678058990382,8000.0,False,True,True,LocationSensor,-377.2278747558594,50.0,0.10309885442256927,35,2,7.227874755859375,0.0,0.0,0.0,5415.098826090495,5415.098826090495,False,True,True,LocationSensor,100.01776929548623
1,29,29,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9901123046875,149.97950744628906,0.10238713771104813,25,2,10.020497432038736,42.59892272949219,90.0565364450512,47.457613715559006,-616.9558517145351,8000.0,False,True,True,LocationSensor,-377.0861511230469,50.0,0.09174101799726486,35,2,7.086151123046875,0.0,0.0,0.0,5338.331858317058,5338.331858317058,False,True,True,LocationSensor,100.02167215032472
1,30,30,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9844970703125,149.98233032226562,0.10045738518238068,25,2,10.017681673572367,45.24771499633789,90.08866849882804,44.84095350249015,-97.61203935414505,8000.0,False,True,True,LocationSensor,-376.9437255859375,50.0,0.09060270339250565,35,2,6.9437255859375,0.0,0.0,0.0,5261.1846923828125,5261.1846923828125,False,True,True,LocationSensor,100.02855926129709
1,31,31,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.97430419921875,149.98973083496094,0.10830163210630417,25,2,10.010302144826081,47.89921951293945,90.14707473675678,42.24785522381734,405.0162074355667,8000.0,False,True,True,LocationSensor,-376.8006286621094,50.0,0.09888879954814911,35,2,6.800628662109375,0.0,0.0,0.0,5183.673858642578,5183.673858642578,False,True,True,LocationSensor,100.04008441051408
1,32,32,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9585266113281,150.00335693359375,0.12397029995918274,25,2,9.996729097014487,50.53166580200195,90.23770344545082,39.706037643448866,884.6446257636144,8000.0,False,True,True,LocationSensor,-376.656982421875,50.0,0.11429712921380997,35,2,6.656982421875,0.0,0.0,0.0,5105.865478515625,5105.865478515625,False,True,True,LocationSensor,100.05784123207268
1,33,33,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9365539550781,150.0247344970703,0.1450725942850113,25,2,9.975467269985668,53.12483596801758,90.36441552174776,37.23957955373018,1336.161704579641,8000.0,False,True,True,LocationSensor,-376.5127868652344,50.0,0.13458214700222015,35,2,6.512786865234375,0.0,0.0,0.0,5027.759552001953,5027.759552001953,False,True,True,LocationSensor,100.08331375556519
1,34,34,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.9080505371094,150.0552520751953,0.1679968684911728,25,2,9.945172999582914,55.66022872924805,90.52974354621779,34.86951481696974,1755.4938456706868,8000.0,False,True,True,LocationSensor,-376.36810302734375,50.0,0.15702027082443237,35,2,6.36810302734375,0.0,0.0,0.0,4949.389139811198,4949.389139811198,False,True,True,LocationSensor,100.11785403314822
1,35,35,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.873779296875,150.0950469970703,0.19027788937091827,25,2,9.90575719751616,58.13227081298828,90.7300915159712,32.597820702982915,2142.885915977429,8000.0,False,True,True,LocationSensor,-376.22296142578125,50.0,0.17828163504600525,35,2,6.22296142578125,0.0,0.0,0.0,4870.770772298177,4870.770772298177,False,True,True,LocationSensor,100.16160394319577
1,36,36,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.8348388671875,150.14353942871094,0.20955322682857513,25,2,9.857844246749277,60.54259490966797,90.95999474030454,30.417399830636555,2500.5975750268085,8000.0,False,True,True,LocationSensor,-376.077392578125,50.0,0.19584110379219055,35,2,6.077392578125,0.0,0.0,0.0,4791.920979817708,4791.920979817708,False,True,True,LocationSensor,100.21400546792336
1,37,37,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.792236328125,150.20021057128906,0.22446078062057495,25,2,9.801991562454317,62.89278030395508,91.21453614765495,28.32175584369986,2830.736410138026,8000.0,False,True,True,LocationSensor,-375.9314270019531,50.0,0.20848391950130463,35,2,5.931427001953125,0.0,0.0,0.0,4712.856292724609,4712.856292724609,False,True,True,LocationSensor,100.27456331086026
1,38,38,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.74688720703125,150.26454162597656,0.2344207912683487,25,2,9.738748165873657,65.18437957763672,91.48930106119619,26.30492148355947,3135.2889474263657,8000.0,False,True,True,LocationSensor,-375.7850646972656,50.0,0.21505782008171082,35,2,5.785064697265625,0.0,0.0,0.0,4633.576711018881,4633.576711018881,False,True,True,LocationSensor,100.3427842202222
1,39,39,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.69964599609375,150.3360137939453,0.23926351964473724,25,2,9.668652538925876,67.41888427734375,91.78016385935905,24.3612795820153,3416.144339593821,8000.0,False,True,True,LocationSensor,-375.6383972167969,50.0,0.21552446484565735,35,2,5.638397216796875,0.0,0.0,0.0,4554.131825764975,4554.131825764975,False,True,True,LocationSensor,100.41817268655173
1,40,40,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.6512145996094,150.41415405273438,0.23948192596435547,25,2,9.59218920686172,69.5977554321289,92.08381394684616,22.486058514717257,3674.9905341537133,8000.0,False,True,True,LocationSensor,-375.4914245605469,50.0,0.21043698489665985,35,2,5.491424560546875,0.0,0.0,0.0,4474.521636962891,4474.521636962891,False,True,True,LocationSensor,100.5002795383941
1,41,41,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.60223388671875,150.49851989746094,0.23557768762111664,25,2,9.509802417496411,71.72239685058594,92.39720753565119,20.674810685065268,3913.406464889534,8000.0,False,True,True,LocationSensor,-375.34417724609375,50.0,0.2007635235786438,35,2,5.34417724609375,0.0,0.0,0.0,4394.762674967447,4394.762674967447,False,True,True,LocationSensor,100.58868498959077
1,42,42,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.5533142089844,150.58865356445312,0.22847172617912292,25,2,9.421940878915349,73.794189453125,92.71736024972714,18.923170796602136,4132.919205163633,8000.0,False,True,True,LocationSensor,-375.1966857910156,50.0,0.18837542831897736,35,2,5.196685791015625,0.0,0.0,0.0,4314.871470133463,4314.871470133463,False,True,True,LocationSensor,100.6829550474251
1,43,43,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.50494384765625,150.68414306640625,0.2194034904241562,25,2,9.329001607951419,75.81446075439453,93.04190725757181,17.227446503177276,4334.885707178764,8000.0,False,True,True,LocationSensor,-375.0489807128906,50.0,0.174545019865036,35,2,5.048980712890625,0.0,0.0,0.0,4234.864552815756,4234.864552815756,False,True,True,LocationSensor,100.78269827939195
1,44,44,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.45758056640625,150.78457641601562,0.2094874083995819,25,2,9.231373173813068,77.78451538085938,93.36854059476421,15.584025213904852,4520.606584420927,8000.0,False,True,True,LocationSensor,-374.901123046875,50.0,0.16118206083774567,35,3,4.901123046875,0.0,0.0,0.0,4154.774983723959,4154.774983723959,True,True,True,LocationSensor,100.88752226357325
1,45,45,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.41162109375,150.8896026611328,0.19960765540599823,25,2,9.12937727390857,79.70563507080078,93.69521475828581,13.989579687485048,4691.265373016172,7816.56747243036,False,True,True,LocationSensor,-374.75311279296875,50.0,0.14965160191059113,35,3,4.75311279296875,0.0,0.0,0.0,4074.6027628580728,4074.6027628580728,True,True,True,LocationSensor,100.99709711031156
1,46,46,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.367431640625,150.9988250732422,0.19055867195129395,25,2,9.023374800559704,81.57902526855469,94.01992050335804,12.44089523480335,4848.009810448034,7627.332482358325,False,True,True,LocationSensor,-374.6050109863281,50.0,0.14118142426013947,35,3,4.605010986328125,0.0,0.0,0.0,3994.3809509277344,3994.3809509277344,True,True,True,LocationSensor,101.1110444840911
1,47,47,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.3253173828125,151.11190795898438,0.18364199995994568,25,2,8.91366236535243,83.40589141845703,94.34091751816506,10.935026099708011,4991.8774663041295,7434.785744466288,False,True,True,LocationSensor,-374.456787109375,50.0,0.13669909536838531,35,3,4.456787109375,0.0,0.0,0.0,3914.093017578125,3914.093017578125,True,True,True,LocationSensor,101.22904977391373
1,48,48,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.2855224609375,151.22853088378906,0.17955683171749115,25,2,8.800519792061552,85.18741607666016,94.65673075798179,9.469314681321634,5123.821260519566,7239.286464954766,False,True,True,LocationSensor,-374.3084716796875,50.0,0.13668565452098846,35,3,4.3084716796875,0.0,0.0,0.0,3833.7554931640625,3833.7554931640625,True,True,True,LocationSensor,101.35080907111386
1,49,49,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.248291015625,151.34837341308594,0.17851917445659637,25,2,8.684221841741973,86.92472076416016,94.96575512192467,8.041034357764516,5244.764943714982,7041.149261269907,False,True,True,LocationSensor,-374.16009521484375,50.0,0.14069139957427979,35,3,4.16009521484375,0.0,0.0,0.0,3753.3849080403647,3753.3849080403647,True,True,True,LocationSensor,101.47601948236536
1,50,50,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.21380615234375,151.4711456298828,0.18054550886154175,25,2,8.565013580418865,88.61890411376953,95.2666684453574,6.647764331587865,5355.542452161217,6840.667258341675,False,True,True,LocationSensor,-374.0116271972656,50.0,0.14748887717723846,35,3,4.011627197265625,0.0,0.0,0.0,3672.9647318522134,3672.9647318522134,True,True,True,LocationSensor,101.60440965490398
1,51,51,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.1822509765625,151.59657287597656,0.18517906963825226,25,2,8.4431215136409,90.27105712890625,95.5580310702805,5.286973941374242,5456.9587783373545,6638.080093462119,False,True,True,LocationSensor,-373.86309814453125,50.0,0.15568047761917114,35,3,3.86309814453125,0.0,0.0,0.0,3592.5114949544272,3592.5114949544272,True,True,True,LocationSensor,101.73572139123074
1,52,52,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.1537780761719,151.72438049316406,0.1916549652814865,25,2,8.318772130927188,91.88221740722656,95.83847651337287,3.9562591061463195,5549.770964846156,6433.6077323886975,False,True,True,LocationSensor,-373.7144775390625,50.0,0.16436192393302917,35,3,3.7144775390625,0.0,0.0,0.0,3512.0086669921875,3512.0086669921875,True,True,True,LocationSensor,101.86969901325426
1,53,53,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.1284484863281,151.85435485839844,0.1994601935148239,25,2,8.192138720375826,93.45339965820312,96.10718509854983,2.6537854403467236,5634.610196626627,6227.471554393513,False,True,True,LocationSensor,-373.5658264160156,50.0,0.17242605984210968,35,3,3.565826416015625,0.0,0.0,0.0,3431.4893086751304,3431.4893086751304,True,True,True,LocationSensor,102.00613887368583
1,54,54,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.1064147949219,151.98623657226562,0.20772060751914978,25,2,8.06342971659253,94.98560333251953,96.36255797936414,1.3769546468446094,5712.189407978468,6019.804028625817,False,True,True,LocationSensor,-373.41705322265625,50.0,0.17881813645362854,35,3,3.41705322265625,0.0,0.0,0.0,3350.9038289388022,3350.9038289388022,True,True,True,LocationSensor,102.14480547376898
1,55,55,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.0877380371094,152.1198272705078,0.21611875295639038,25,2,7.932801783453903,96.47977447509766,96.6035505788874,0.12377610378973714,5783.0948490271785,5810.74669602137,False,True,True,LocationSensor,-373.26824951171875,50.0,0.1828831136226654,35,3,3.26824951171875,0.0,0.0,0.0,3270.3018188476562,3270.3018188476562,True,True,True,LocationSensor,102.285510061081
1,56,56,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.07244873046875,152.25491333007812,0.2238975614309311,25,2,7.800430685687205,97.9368667602539,96.82921498292583,-1.1076517773280727,5847.889358693761,5600.437576550505,False,True,True,LocationSensor,-373.1193542480469,50.0,0.18444305658340454,35,3,3.119354248046875,0.0,0.0,0.0,3189.650217692057,3189.650217692057,True,True,True,LocationSensor,102.42805589318989
1,57,57,"[24, 2]","[35, 3]",False,False,"[-380.0, 160.0, 0.0]","[-370.0, 50.0, 0.0]",-379.06060791015625,152.39129638671875,0.23049230873584747,25,2,7.666474298738642,99.3577880859375,97.03828169468308,-2.3195063912544356,5907.133548508169,5388.950847088116,False,True,True,LocationSensor,-372.9704284667969,50.0,0.18369053304195404,35,3,2.970428466796875,0.0,0.0,0.0,3108.9820861816406,3108.9820861816406,True,True,True,LocationSensor,102.57225678225669
