docx: F:\pythonprojects\信息科学与工程学院_320220938891_郭一泽.docx
total_pages: 60
counts: {'title_toc': 93, 'figure_toc': 11, 'table_toc': 13}

## title_toc
UNMATCHED	shown=1	actual=None	1 绪 论	match=None
OK	shown=1	actual=1	1.1 研究背景及意义	match=1.1 研究背景及意义
OK	shown=1	actual=1	1.2 国内外研究现状	match=1.2 国内外研究现状
OK	shown=2	actual=2	1.3 研究内容及论文结构	match=1.3 研究内容及论文结构
UNMATCHED	shown=3	actual=None	2 场建模	match=None
OK	shown=3	actual=3	2.1 高斯过程回归	match=2.1 高斯过程回归
OK	shown=3	actual=3	2.1.1 回归问题	match=2.1.1 回归问题
OK	shown=3	actual=3	2.1.2 多元高斯分布	match=2.1.2 多元高斯分布
OK	shown=4	actual=4	2.1.3 核函数	match=2.1.3 核函数
OK	shown=5	actual=5	2.1.4 后验预测	match=2.1.4 后验预测
OK	shown=6	actual=6	2.1.5 采集函数	match=2.1.5 采集函数
OK	shown=7	actual=7	2.1.6 Anomaly变体	match=2.1.6 Anomaly变体
OK	shown=8	actual=8	2.2 目标Intensity场建模	match=2.2 目标Intensity场建模
OK	shown=8	actual=8	2.2.1 初始化	match=2.2.1 初始化
OK	shown=9	actual=9	2.2.2 目标运动预测	match=2.2.2 目标运动预测
OK	shown=9	actual=9	2.2.3 未命中观测更新	match=2.2.3 未命中观测更新
OK	shown=10	actual=10	2.2.4 命中观测更新	match=2.2.4 命中观测更新
OK	shown=10	actual=10	2.3 观测时效性	match=2.3 观测时效性
OK	shown=11	actual=11	2.4 综合信息价值场	match=2.4 综合信息价值场
MISMATCH	shown=13	actual=6	3 信息型路径规划	match=
OK	shown=13	actual=13	3.1 信息型路径规划理论基础	match=3.1 信息型路径规划理论基础
OK	shown=13	actual=13	3.1.1 从几何路径规划到主动感知路径规划	match=3.1.1 从几何路径规划到主动感知路径规划
OK	shown=13	actual=13	3.1.2 EPP与IPP的区别	match=3.1.2 EPP与IPP的区别
OK	shown=13	actual=13	3.1.3 信息收益、运动代价与预算约束的一般形式	match=3.1.3 信息收益、运动代价与预算约束的一般形式
OK	shown=14	actual=14	3.1.4 在线自适应信息型路径规划	match=3.1.4 在线自适应信息型路径规划
OK	shown=14	actual=14	3.1.5 本文研究内容	match=3.1.5 本文研究内容
OK	shown=15	actual=15	3.2 问题定义	match=3.2 问题定义
OK	shown=15	actual=15	3.2.1 静态地图定义	match=3.2.1 静态地图定义
OK	shown=15	actual=15	3.2.2 USV状态与传感器	match=3.2.2 USV状态与传感器
OK	shown=15	actual=15	3.2.3 问题表述	match=3.2.3 问题表述
OK	shown=15	actual=15	3.3 热点区域提取	match=3.3 热点区域提取
OK	shown=15	actual=15	3.3.1 热点阈值与热点簇定义	match=3.3.1 热点阈值与热点簇定义
OK	shown=16	actual=16	3.3.2 热点簇评分	match=3.3.2 热点簇评分
OK	shown=16	actual=16	3.3.3 Anchor代表点选取	match=3.3.3 Anchor代表点选取
OK	shown=17	actual=17	3.4 观测点选择	match=3.4 观测点选择
OK	shown=17	actual=17	3.4.1 Viewpoint定义	match=3.4.1 Viewpoint定义
OK	shown=17	actual=17	3.4.2 环形观测点生成	match=3.4.2 环形观测点生成
OK	shown=18	actual=18	3.4.3 观测点的观测价值排序	match=3.4.3 观测点的观测价值排序
OK	shown=19	actual=19	3.5 短时域路径段生成	match=3.5 短时域路径段生成
OK	shown=19	actual=19	3.5.1 到候选观测点的路径生成	match=3.5.1 到候选观测点的路径生成
OK	shown=19	actual=19	3.5.2 栅格地图下的A*路径生成	match=3.5.2 栅格地图下的A*路径生成
OK	shown=21	actual=21	3.5.3 障碍安全膨胀后的A*安全路径生成	match=3.5.3 障碍安全膨胀后的A*安全路径生成
OK	shown=21	actual=21	3.5.4 短时域路径段截断	match=3.5.4 短时域路径段截断
OK	shown=22	actual=22	3.6 短路径段综合评分函数	match=3.6 短路径段综合评分函数
OK	shown=22	actual=22	3.6.1 短路径段评分计算	match=3.6.1 短路径段评分计算
OK	shown=22	actual=22	3.6.2 探索收益、搜索信息收益与观测刷新收益	match=3.6.2 探索收益、搜索信息收益与观测刷新收益
OK	shown=23	actual=23	3.6.3 执行代价	match=3.6.3 执行代价
OK	shown=23	actual=23	3.6.4 最终综合评分	match=3.6.4 最终综合评分
OK	shown=23	actual=23	3.7 在线滚动执行与重规划机制	match=3.7 在线滚动执行与重规划机制
MISMATCH	shown=24	actual=6	4 多USV协同搜索决策方法及双艇实现	match=
OK	shown=24	actual=24	4.1 多艇协同信息型路径规划原理	match=4.1 多艇协同信息型路径规划原理
OK	shown=24	actual=24	4.1.1 从单艇信息型路径规划到多艇协同规划	match=4.1.1 从单艇信息型路径规划到多艇协同规划
OK	shown=25	actual=25	4.1.2 团队信息收益	match=4.1.2 团队信息收益
OK	shown=25	actual=25	4.1.3 多艇协同中的分工、冗余与冲突	match=4.1.3 多艇协同中的分工、冗余与冲突
OK	shown=26	actual=26	4.2 双艇已知地图搜索问题定义	match=4.2 双艇已知地图搜索问题定义
OK	shown=26	actual=26	4.2.1 已知静态地图与双艇搜索任务	match=4.2.1 已知静态地图与双艇搜索任务
OK	shown=26	actual=26	4.2.2集中式编队共享状态	match=4.2.2集中式编队共享状态
OK	shown=26	actual=26	4.3 静态责任区先验	match=4.3 静态责任区先验
OK	shown=26	actual=26	4.3.1 基于距离的责任区划分	match=4.3.1 基于距离的责任区划分
OK	shown=27	actual=27	4.3.2 缓冲带与责任分数定义	match=4.3.2 缓冲带与责任分数定义
OK	shown=27	actual=27	4.3.3 综合信息价值场的责任区偏置	match=4.3.3 综合信息价值场的责任区偏置
OK	shown=28	actual=28	4.4 顺序分配式双艇协同路径规划	match=4.4 顺序分配式双艇协同路径规划
OK	shown=28	actual=28	4.4.1 顺序分配	match=4.4.1 顺序分配
OK	shown=28	actual=28	4.4.2 residual_map与重叠区域定义	match=4.4.2 residual_map与重叠区域定义
OK	shown=29	actual=29	4.5 艇间冲突代价与reservation table	match=4.5 艇间冲突代价与reservation table
OK	shown=30	actual=30	4.6 团队联合评分与双路径段选择	match=4.6 团队联合评分与双路径段选择
OK	shown=30	actual=30	4.6.1 单艇短路径段评分的沿用	match=4.6.1 单艇短路径段评分的沿用
OK	shown=30	actual=30	4.6.2 同观测点抑制	match=4.6.2 同观测点抑制
OK	shown=30	actual=30	4.6.3 重复观测惩罚	match=4.6.3 重复观测惩罚
OK	shown=30	actual=30	4.6.4 最优双路径段选择	match=4.6.4 最优双路径段选择
MISMATCH	shown=32	actual=6	5 实验设计与结果分析	match=
OK	shown=32	actual=32	5.1 实验设置	match=5.1 实验设置
OK	shown=32	actual=32	5.1.1 仿真环境与地图设置	match=5.1.1 仿真环境与地图设置
OK	shown=32	actual=32	5.1.2 目标与线索场设置	match=5.1.2 目标与线索场设置
OK	shown=33	actual=33	5.1.3 评价指标	match=5.1.3 评价指标
OK	shown=33	actual=33	5.2 单 USV 已知地图搜索任务实验	match=5.2 单 USV 已知地图搜索任务实验
OK	shown=33	actual=33	5.2.1 实验概述	match=5.2.1 实验概述
OK	shown=34	actual=34	5.2.2 实验设置	match=5.2.2 实验设置
OK	shown=34	actual=34	5.2.3 静态目标模式下的单艇搜索结果	match=5.2.3 静态目标模式下的单艇搜索结果
OK	shown=34	actual=34	5.2.4 随机游走目标模式下的单艇搜索结果	match=5.2.4 随机游走目标模式下的单艇搜索结果
OK	shown=35	actual=35	5.3 双艇协同搜索实验	match=5.3 双艇协同搜索实验
OK	shown=35	actual=35	5.3.1 实验目的	match=5.3.1 实验目的
OK	shown=36	actual=36	5.3.2 实验设置	match=5.3.2 实验设置
OK	shown=36	actual=36	5.3.3 静态目标模式下的双艇协同搜索结果	match=5.3.3 静态目标模式下的双艇协同搜索结果
OK	shown=37	actual=37	5.3.4 随机游走目标模式下的双艇协同搜索结果	match=5.3.4 随机游走目标模式下的双艇协同搜索结果
OK	shown=38	actual=38	5.3.5 不同地图结构下的协同效果分析	match=5.3.5 不同地图结构下的协同效果分析
OK	shown=39	actual=39	5.4 anomaly-aware消融实验	match=5.4 anomaly-aware消融实验
OK	shown=39	actual=39	5.4.1 实验目的与变量控制	match=5.4.1 实验目的与变量控制
OK	shown=39	actual=39	5.4.2 单USV下 anomaly acquisition 的影响	match=5.4.2 单 USV 下 anomaly acquisition 的影响
OK	shown=40	actual=40	5.4.3 双USV coordinated下 anomaly acquisition 的影响	match=5.4.3 双 USV coordinated 下 anomaly acquisition 的影响
MISMATCH	shown=42	actual=6	6 总结与展望	match=
OK	shown=42	actual=42	6.1 课题总结	match=6.1 课题总结
OK	shown=42	actual=42	6.2 后续工作展望	match=6.2 后续工作展望

## figure_toc
OK	shown=12	actual=12	图2-1 已知静态地图下多源搜索场可视化	match=图2-1 已知静态地图下多源搜索场可视化
OK	shown=18	actual=18	图3-1 Anchor 与 Viewpoint 的空间语义区分示意图	match=图3-1 Anchor 与 Viewpoint 的空间语义区分示意图
MISMATCH	shown=21	actual=20	图3-2 A*算法在栅格地图中的搜索过程示意图	match=图3-2 A*算法在栅格地图中的搜索过程示意图
OK	shown=24	actual=24	图3-3 单艇信息驱动安全路径规划总体流程图	match=图3-3 单艇信息驱动安全路径规划总体流程图
MISMATCH	shown=29	actual=27	图4-1 静态软责任区先验可视化	match=图4-1 静态软责任区先验可视化
MISMATCH	shown=30	actual=29	图4-2 residual_map 顺序分配过程	match=图4-2 residual_map 顺序分配过程
MISMATCH	shown=33	actual=32	图5-1 实验采用的三类已知静态障碍地图	match=图5-1 实验采用的三类已知静态障碍地图
MISMATCH	shown=36	actual=35	图5-2 单 USV 在不同地图与目标运动模式下的 UCB 搜索轨迹	match=图5-2 单 USV 在不同地图与目标运动模式下的 UCB 搜索轨迹
MISMATCH	shown=39	actual=38	图5-3 双艇independent与coordinated模式下的协同行为指标对比	match=图5-3 双艇independent与coordinated模式下的协同行为指标对比
MISMATCH	shown=39	actual=38	图5-4 双艇independent与coordinated模式下的搜索完成指标对比	match=图5-4 双艇independent与coordinated模式下的搜索完成指标对比
MISMATCH	shown=41	actual=40	图5-5 UCB 与 anomaly_aware 方法的全部目标发现成功率对比	match=图5-5 UCB 与 anomaly_aware 方法的全部目标发现成功率对比

## table_toc
MISMATCH	shown=34	actual=33	表5-1 评价指标	match=表5-1 评价指标
MISMATCH	shown=35	actual=34	表5-2 单艇实验参数设置	match=表5-2 单艇实验参数设置
MISMATCH	shown=35	actual=34	表5-3 静态目标模式下单艇 UCB 搜索结果	match=表5-3 静态目标模式下单艇 UCB 搜索结果
MISMATCH	shown=36	actual=35	表5-4 随机游走目标模式下单艇 UCB 搜索结果	match=表5-4 随机游走目标模式下单艇 UCB 搜索结果
MISMATCH	shown=37	actual=36	表5-5 双艇协同实验参数设置	match=表5-5 双艇协同实验参数设置
MISMATCH	shown=37	actual=36	表5-6 静态目标模式下搜索任务完成程度的差值结果	match=表5-6 静态目标模式下搜索任务完成程度的差值结果
MISMATCH	shown=37	actual=36	表5-7 静态目标模式下协同行为指标的差值结果	match=表5-7 静态目标模式下协同行为指标的差值结果
MISMATCH	shown=38	actual=37	表5-8 随机游走目标模式下coordinated - independent差值结果	match=表5-8 随机游走目标模式下coordinated - independent差值结果
MISMATCH	shown=38	actual=37	表5-9 随机游走目标模式下coordinated-independent差值结果	match=表5-9 随机游走目标模式下coordinated-independent差值结果
MISMATCH	shown=40	actual=39	表5-10 单艇 anomaly_aware - UCB 差值结果	match=表5-10 单艇 anomaly_aware - UCB 差值结果
MISMATCH	shown=41	actual=40	表5-11 双艇anomaly_aware-UCB差值结果	match=表5-11 双艇anomaly_aware-UCB差值结果
MISMATCH	shown=42	actual=41	表5-12 不同地图中单艇 anomaly_aware-UCB差值结果	match=表5-12 不同地图中单艇 anomaly_aware-UCB差值结果
MISMATCH	shown=42	actual=41	表5-13 不同地图中双艇anomaly_aware-UCB差值结果	match=表5-13 不同地图中双艇anomaly_aware-UCB差值结果
