policy_name,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,clue_mode_note,robot_pos_before,segment_path,next_cell,target_cell_source,segment_path_0_equals_robot_pos_before,next_cell_equals_segment_path_1,final_projected_cell_equals_next_cell,target_world,final_world,ticks,arrived,timeout,distance_to_target_m,final_projected_cell,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,found_count,completed_steps,path_length,remaining_intensity_mass,search_info_map_peak,search_info_map_mean
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 10]","[[2, 10], [2, 11], [2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 11]",algorithm_segment_path,True,True,True,"[-145.0, 190.0]","[-147.49307250976562, 190.0, 0.17943459749221802]",220,True,False,2.493072509765625,"[2, 11]",True,commit_expired,"[38, 39]","[41, 41]",search_info,0,11,11,0.9999999999999998,1.0,0.9272669678680658
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 11]","[[2, 11], [2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 12]",algorithm_segment_path,True,True,True,"[-140.0, 190.0]","[-142.49307250976562, 190.0, 0.179338276386261]",220,True,False,2.493072509765625,"[2, 12]",False,none,"[38, 39]","[41, 41]",search_info,0,12,12,1.0,1.0,0.9285534604563379
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 12]","[[2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 13]",algorithm_segment_path,True,True,True,"[-135.0, 190.0]","[-137.49307250976562, 190.0, 0.1794971525669098]",220,True,False,2.493072509765625,"[2, 13]",False,none,"[38, 39]","[41, 41]",search_info,0,13,13,1.0,1.0,0.9263824211678382
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 13]","[[2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 14]",algorithm_segment_path,True,True,True,"[-130.0, 190.0]","[-132.49307250976562, 190.0, 0.1793876737356186]",220,True,False,2.493072509765625,"[2, 14]",False,none,"[38, 39]","[41, 41]",search_info,0,14,14,0.9999999999999997,1.0,0.9213100421020932
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 14]","[[2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 15]",algorithm_segment_path,True,True,True,"[-125.0, 190.0]","[-127.49307250976562, 190.0, 0.17938603460788727]",220,True,False,2.493072509765625,"[2, 15]",False,none,"[38, 39]","[41, 41]",search_info,0,15,15,1.0000000000000002,1.0,0.908417789370373
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 15]","[[2, 15], [2, 16], [2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 16]",algorithm_segment_path,True,True,True,"[-120.0, 190.0]","[-122.49307250976562, 190.0, 0.1794111579656601]",220,True,False,2.493072509765625,"[2, 16]",True,commit_expired,"[38, 39]","[41, 41]",search_info,0,16,16,1.0,1.0,0.9236689255007029
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 16]","[[2, 16], [2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 17]",algorithm_segment_path,True,True,True,"[-115.0, 190.0]","[-117.49307250976562, 190.0, 0.179463192820549]",220,True,False,2.493072509765625,"[2, 17]",False,none,"[38, 39]","[41, 41]",search_info,0,17,17,0.9999999999999999,1.0,0.8755550215175412
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 17]","[[2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 18]",algorithm_segment_path,True,True,True,"[-110.0, 190.0]","[-112.49307250976562, 190.0, 0.179426908493042]",220,True,False,2.493072509765625,"[2, 18]",False,none,"[38, 39]","[41, 41]",search_info,0,18,18,1.0,1.0,0.9228993658335434
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 18]","[[2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 19]",algorithm_segment_path,True,True,True,"[-105.0, 190.0]","[-107.49307250976562, 190.0, 0.1794952154159546]",220,True,False,2.493072509765625,"[2, 19]",False,none,"[38, 39]","[41, 41]",search_info,0,19,19,1.0,1.0,0.8990071625151353
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 19]","[[2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 20]",algorithm_segment_path,True,True,True,"[-100.0, 190.0]","[-102.49307250976562, 190.0, 0.1794331669807434]",220,True,False,2.493072509765625,"[2, 20]",False,none,"[38, 39]","[41, 41]",search_info,0,20,20,0.9999999999999996,1.0,0.891747722365121
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 20]","[[2, 20], [2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 21]",algorithm_segment_path,True,True,True,"[-95.0, 190.0]","[-97.49307250976562, 190.0, 0.17948734760284424]",220,True,False,2.493072509765625,"[2, 21]",True,commit_expired,"[39, 39]","[42, 41]",search_info,0,21,21,0.9999999999999997,1.0,0.821871789546611
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 21]","[[2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 22]",algorithm_segment_path,True,True,True,"[-90.0, 190.0]","[-92.49307250976562, 190.0, 0.1794620007276535]",220,True,False,2.493072509765625,"[2, 22]",False,none,"[39, 39]","[42, 41]",search_info,0,22,22,1.0000000000000004,1.0,0.8601144345170112
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 22]","[[2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 23]",algorithm_segment_path,True,True,True,"[-85.0, 190.0]","[-87.49307250976562, 190.0, 0.1794351488351822]",220,True,False,2.493072509765625,"[2, 23]",False,none,"[39, 39]","[42, 41]",search_info,0,23,23,1.0,1.0,0.8723752105479334
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 23]","[[2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 24]",algorithm_segment_path,True,True,True,"[-80.0, 190.0]","[-82.49307250976562, 190.0, 0.1794506013393402]",220,True,False,2.493072509765625,"[2, 24]",False,none,"[39, 39]","[42, 41]",search_info,0,24,24,1.0000000000000002,1.0,0.7801087190151985
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 24]","[[2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 25]",algorithm_segment_path,True,True,True,"[-75.0, 190.0]","[-77.49307250976562, 190.0, 0.1793990135192871]",220,True,False,2.493072509765625,"[2, 25]",False,none,"[39, 39]","[42, 41]",search_info,0,25,25,0.9999999999999997,1.0,0.8700787145810772
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-min,"[2, 25]","[[2, 25], [2, 26], [2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 26]",algorithm_segment_path,True,True,True,"[-70.0, 190.0]","[-72.49307250976562, 190.0, 0.1793944537639618]",220,True,False,2.493072509765625,"[2, 26]",True,commit_expired,"[39, 40]","[42, 42]",search_info,1,26,26,0.0,0.5,0.3467623903302452
